entry_id,line_no,posting_date,effective_date,account_code,account_name,account_type,cost_centre,user_id,entry_type,narration,debit,credit,approval_status,approver_id
JE1062517,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-400,SYS-BATCH,System,GST input booked,0.0,93261.12,Not required,
JE1063083,1,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-600,SYS-BATCH,System,Customer receipt,529995.43,0.0,Approved,A002
JE1063083,2,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-600,SYS-BATCH,System,Customer receipt,0.0,529995.43,Approved,A002
JE1063384,1,2025-04-01,2025-04-01,5310,Power and fuel,Expense,CC-300,SYS-BATCH,System,Electricity charges,235505.6,0.0,Not required,
JE1063384,2,2025-04-01,2025-04-01,2110,Accrued expenses,Liability,CC-300,SYS-BATCH,System,Electricity charges,0.0,235505.6,Not required,
JE1063784,1,2025-04-01,2025-04-01,1410,Advance to suppliers,Asset,CC-600,U003,Manual,Advance to supplier,283201.1,0.0,Not required,
JE1063784,2,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-600,U003,Manual,Advance to supplier,0.0,283201.1,Not required,
JE1063886,1,2025-04-01,2025-04-01,5400,Depreciation and amortisation,Expense,CC-600,SYS-BATCH,System,Depreciation charge,1055404.33,0.0,Approved,A002
JE1063886,2,2025-04-01,2025-04-01,1510,Accumulated depreciation,Asset,CC-600,SYS-BATCH,System,Depreciation charge,0.0,1055404.33,Approved,A002
JE1064281,1,2025-04-01,2025-04-01,5100,Cost of materials consumed,Expense,CC-300,SYS-BATCH,System,Purchase of raw material,33024.93,0.0,Not required,
JE1064281,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-300,SYS-BATCH,System,Purchase of raw material,0.0,33024.93,Not required,
JE1064301,1,2025-04-01,2025-04-01,5350,Advertisement and marketing,Expense,CC-200,SYS-BATCH,System,Marketing spend,222896.82,0.0,Not required,
JE1064301,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-200,SYS-BATCH,System,Marketing spend,0.0,222896.82,Not required,
JE1064387,1,2025-04-01,2025-04-01,5100,Cost of materials consumed,Expense,CC-200,SYS-BATCH,System,Purchase of raw material,226044.47,0.0,Not required,
JE1064387,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-200,SYS-BATCH,System,Purchase of raw material,0.0,226044.47,Not required,
JE1064492,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-100,SYS-BATCH,System,Sales invoice raised,18413.09,0.0,Not required,
JE1064492,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-100,SYS-BATCH,System,Sales invoice raised,0.0,18413.09,Not required,
JE1064698,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-100,SYS-BATCH,System,Sales invoice raised,593677.34,0.0,Approved,A003
JE1064698,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-100,SYS-BATCH,System,Sales invoice raised,0.0,593677.34,Approved,A003
JE1064709,1,2025-04-01,2025-04-01,5330,Travel and conveyance,Expense,CC-500,SYS-BATCH,System,Travel reimbursement,23442.73,0.0,Not required,
JE1064709,2,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-500,SYS-BATCH,System,Travel reimbursement,0.0,23442.73,Not required,
JE1065341,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-500,SYS-BATCH,System,Service invoice raised,396599.62,0.0,Not required,
JE1065341,2,2025-04-01,2025-04-01,4110,Revenue - service income,Income,CC-500,SYS-BATCH,System,Service invoice raised,0.0,396599.62,Not required,
JE1065383,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-400,U007,Manual,GST output booked,123269.61,0.0,Not required,
JE1065383,2,2025-04-01,2025-04-01,2200,Output GST payable,Liability,CC-400,U007,Manual,GST output booked,0.0,123269.61,Not required,
JE1065439,1,2025-04-01,2025-04-01,5210,Contract staff cost,Expense,CC-300,SYS-BATCH,System,Contract staff billing,235604.11,0.0,Not required,
JE1065439,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-300,SYS-BATCH,System,Contract staff billing,0.0,235604.11,Not required,
JE1065477,1,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-600,SYS-BATCH,System,Customer receipt,828007.01,0.0,Approved,A002
JE1065477,2,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-600,SYS-BATCH,System,Customer receipt,0.0,828007.01,Approved,A002
JE1065714,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-600,SYS-BATCH,System,Sales invoice raised,724820.54,0.0,Approved,A003
JE1065714,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-600,SYS-BATCH,System,Sales invoice raised,0.0,724820.54,Approved,A003
JE1065764,1,2025-04-01,2025-04-01,5200,Employee benefit expense,Expense,CC-500,SYS-BATCH,System,Payroll for the month,2932494.03,0.0,Approved,A003
JE1065764,2,2025-04-01,2025-04-01,2120,Provision for employee benefits,Liability,CC-500,SYS-BATCH,System,Payroll for the month,0.0,2932494.03,Approved,A003
JE1065794,1,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-300,SYS-BATCH,System,Customer receipt,327420.2,0.0,Not required,
JE1065794,2,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-300,SYS-BATCH,System,Customer receipt,0.0,327420.2,Not required,
JE1065803,1,2025-04-01,2025-04-01,5350,Advertisement and marketing,Expense,CC-600,SYS-BATCH,System,Marketing spend,144708.94,0.0,Not required,
JE1065803,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-600,SYS-BATCH,System,Marketing spend,0.0,144708.94,Not required,
JE1065858,1,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-400,SYS-BATCH,System,Customer receipt,261125.91,0.0,Not required,
JE1065858,2,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-400,SYS-BATCH,System,Customer receipt,0.0,261125.91,Not required,
JE1066022,1,2025-04-01,2025-04-01,5350,Advertisement and marketing,Expense,CC-600,SYS-BATCH,System,Marketing spend,270334.88,0.0,Not required,
JE1066022,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-600,SYS-BATCH,System,Marketing spend,0.0,270334.88,Not required,
JE1066223,1,2025-04-01,2025-04-01,5100,Cost of materials consumed,Expense,CC-100,SYS-BATCH,System,Purchase of raw material,118931.44,0.0,Not required,
JE1066223,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-100,SYS-BATCH,System,Purchase of raw material,0.0,118931.44,Not required,
JE1066935,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-100,U017,Manual,Service invoice raised,364229.8,0.0,Not required,
JE1066935,2,2025-04-01,2025-04-01,4110,Revenue - service income,Income,CC-100,U017,Manual,Service invoice raised,0.0,364229.8,Not required,
JE1067302,1,2025-04-01,2025-04-01,5500,Finance cost,Expense,CC-500,SYS-BATCH,System,Interest on borrowings,151798.8,0.0,Not required,
JE1067302,2,2025-04-01,2025-04-01,2310,Interest accrued but not due,Liability,CC-500,SYS-BATCH,System,Interest on borrowings,0.0,151798.8,Not required,
JE1068793,1,2025-04-01,2025-04-01,5100,Cost of materials consumed,Expense,CC-500,U014,Manual,Purchase of raw material,531972.07,0.0,Approved,A003
JE1068793,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-500,U014,Manual,Purchase of raw material,0.0,531972.07,Approved,A003
JE1068962,1,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-200,SYS-BATCH,System,Supplier payment,120357.88,0.0,Not required,
JE1068962,2,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-200,SYS-BATCH,System,Supplier payment,0.0,120357.88,Not required,
JE1069084,1,2025-04-01,2025-04-01,5100,Cost of materials consumed,Expense,CC-200,SYS-BATCH,System,Purchase of raw material,464025.14,0.0,Not required,
JE1069084,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-200,SYS-BATCH,System,Purchase of raw material,0.0,464025.14,Not required,
JE1069123,1,2025-04-01,2025-04-01,5340,Legal and professional fees,Expense,CC-200,SYS-BATCH,System,Professional fees billed,82960.08,0.0,Not required,
JE1069123,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-200,SYS-BATCH,System,Professional fees billed,0.0,82960.08,Not required,
JE1069381,1,2025-04-01,2025-04-01,5400,Depreciation and amortisation,Expense,CC-100,SYS-BATCH,System,Depreciation charge,864122.71,0.0,Approved,A001
JE1069381,2,2025-04-01,2025-04-01,1510,Accumulated depreciation,Asset,CC-100,SYS-BATCH,System,Depreciation charge,0.0,864122.71,Approved,A001
JE1069616,1,2025-04-01,2025-04-01,5210,Contract staff cost,Expense,CC-100,SYS-BATCH,System,Contract staff billing,349066.9,0.0,Not required,
JE1069616,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-100,SYS-BATCH,System,Contract staff billing,0.0,349066.9,Not required,
JE1069692,1,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-400,SYS-BATCH,System,TDS deducted on payment,67488.31,0.0,Not required,
JE1069692,2,2025-04-01,2025-04-01,2210,TDS payable,Liability,CC-400,SYS-BATCH,System,TDS deducted on payment,0.0,67488.31,Not required,
JE1069768,1,2025-04-01,2025-04-01,5350,Advertisement and marketing,Expense,CC-100,U001,Manual,Marketing spend,122593.24,0.0,Not required,
JE1069768,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-100,U001,Manual,Marketing spend,0.0,122593.24,Not required,
JE1070185,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-300,SYS-BATCH,System,Service invoice raised,95661.2,0.0,Not required,
JE1070185,2,2025-04-01,2025-04-01,4110,Revenue - service income,Income,CC-300,SYS-BATCH,System,Service invoice raised,0.0,95661.2,Not required,
JE1070225,1,2025-04-01,2025-04-01,5340,Legal and professional fees,Expense,CC-100,SYS-BATCH,System,Professional fees billed,388018.78,0.0,Not required,
JE1070225,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-100,SYS-BATCH,System,Professional fees billed,0.0,388018.78,Not required,
JE1070868,1,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-400,SYS-BATCH,System,Customer receipt,490977.81,0.0,Not required,
JE1070868,2,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-400,SYS-BATCH,System,Customer receipt,0.0,490977.81,Not required,
JE1071521,1,2025-04-01,2025-04-01,5340,Legal and professional fees,Expense,CC-100,SYS-BATCH,System,Professional fees billed,331967.97,0.0,Not required,
JE1071521,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-100,SYS-BATCH,System,Professional fees billed,0.0,331967.97,Not required,
JE1071566,1,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-500,SYS-BATCH,System,Customer receipt,653989.81,0.0,Approved,A002
JE1071566,2,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-500,SYS-BATCH,System,Customer receipt,0.0,653989.81,Approved,A002
JE1071971,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-100,SYS-BATCH,System,Service invoice raised,111488.15,0.0,Not required,
JE1071971,2,2025-04-01,2025-04-01,4110,Revenue - service income,Income,CC-100,SYS-BATCH,System,Service invoice raised,0.0,111488.15,Not required,
JE1072053,1,2025-04-01,2025-04-01,5200,Employee benefit expense,Expense,CC-500,U020,Manual,Payroll for the month,2906443.26,0.0,Approved,A001
JE1072053,2,2025-04-01,2025-04-01,2120,Provision for employee benefits,Liability,CC-500,U020,Manual,Payroll for the month,0.0,2906443.26,Approved,A001
JE1072330,1,2025-04-01,2025-04-01,5330,Travel and conveyance,Expense,CC-500,SYS-BATCH,System,Travel reimbursement,34930.28,0.0,Not required,
JE1072330,2,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-500,SYS-BATCH,System,Travel reimbursement,0.0,34930.28,Not required,
JE1072446,1,2025-04-01,2025-04-01,5370,Communication expense,Expense,CC-400,SYS-BATCH,System,Telephone and internet,46676.49,0.0,Not required,
JE1072446,2,2025-04-01,2025-04-01,2110,Accrued expenses,Liability,CC-400,SYS-BATCH,System,Telephone and internet,0.0,46676.49,Not required,
JE1072628,1,2025-04-01,2025-04-01,1600,Input GST receivable,Asset,CC-300,SYS-BATCH,System,GST input booked,44795.52,0.0,Not required,
JE1072628,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-300,SYS-BATCH,System,GST input booked,0.0,44795.52,Not required,
JE1073083,1,2025-04-01,2025-04-01,5100,Cost of materials consumed,Expense,CC-600,U007,Manual,Purchase of raw material,187092.08,0.0,Not required,
JE1073083,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-600,U007,Manual,Purchase of raw material,0.0,187092.08,Not required,
JE1073233,1,2025-04-01,2025-04-01,5500,Finance cost,Expense,CC-200,SYS-BATCH,System,Interest on borrowings,330538.02,0.0,Not required,
JE1073233,2,2025-04-01,2025-04-01,2310,Interest accrued but not due,Liability,CC-200,SYS-BATCH,System,Interest on borrowings,0.0,330538.02,Not required,
JE1073476,1,2025-04-01,2025-04-01,5350,Advertisement and marketing,Expense,CC-200,SYS-BATCH,System,Marketing spend,41748.51,0.0,Not required,
JE1073476,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-200,SYS-BATCH,System,Marketing spend,0.0,41748.51,Not required,
JE1073493,1,2025-04-01,2025-04-01,5370,Communication expense,Expense,CC-100,SYS-BATCH,System,Telephone and internet,45346.48,0.0,Not required,
JE1073493,2,2025-04-01,2025-04-01,2110,Accrued expenses,Liability,CC-100,SYS-BATCH,System,Telephone and internet,0.0,45346.48,Not required,
JE1073686,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-600,SYS-BATCH,System,Sales invoice raised,714491.54,0.0,Approved,A002
JE1073686,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-600,SYS-BATCH,System,Sales invoice raised,0.0,714491.54,Approved,A002
JE1073994,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-300,SYS-BATCH,System,Sales invoice raised,478541.31,0.0,Not required,
JE1073994,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-300,SYS-BATCH,System,Sales invoice raised,0.0,478541.31,Not required,
JE1074089,1,2025-04-01,2025-04-01,5300,Rent expense,Expense,CC-500,U009,Manual,Rent for the period,290573.5,0.0,Not required,
JE1074089,2,2025-04-01,2025-04-01,2110,Accrued expenses,Liability,CC-500,U009,Manual,Rent for the period,0.0,290573.5,Not required,
JE1074090,1,2025-04-01,2025-04-01,5100,Cost of materials consumed,Expense,CC-600,SYS-BATCH,System,Purchase of raw material,205668.58,0.0,Not required,
JE1074090,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-600,SYS-BATCH,System,Purchase of raw material,0.0,205668.58,Not required,
JE1074873,1,2025-04-01,2025-04-01,1600,Input GST receivable,Asset,CC-500,SYS-BATCH,System,GST input booked,36143.2,0.0,Not required,
JE1074873,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-500,SYS-BATCH,System,GST input booked,0.0,36143.2,Not required,
JE1075011,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-300,SYS-BATCH,System,Sales invoice raised,404009.64,0.0,Not required,
JE1075011,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-300,SYS-BATCH,System,Sales invoice raised,0.0,404009.64,Not required,
JE1075104,1,2025-04-01,2025-04-01,5310,Power and fuel,Expense,CC-200,U006,Manual,Electricity charges,200689.93,0.0,Not required,
JE1075104,2,2025-04-01,2025-04-01,2110,Accrued expenses,Liability,CC-200,U006,Manual,Electricity charges,0.0,200689.93,Not required,
JE1075376,1,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-600,U005,Manual,Supplier payment,458695.25,0.0,Not required,
JE1075376,2,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-600,U005,Manual,Supplier payment,0.0,458695.25,Not required,
JE1075498,1,2025-04-01,2025-04-01,5300,Rent expense,Expense,CC-400,SYS-BATCH,System,Rent for the period,223191.88,0.0,Not required,
JE1075498,2,2025-04-01,2025-04-01,2110,Accrued expenses,Liability,CC-400,SYS-BATCH,System,Rent for the period,0.0,223191.88,Not required,
JE1075628,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-100,SYS-BATCH,System,Sales invoice raised,139837.31,0.0,Not required,
JE1075628,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-100,SYS-BATCH,System,Sales invoice raised,0.0,139837.31,Not required,
JE1075724,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-500,SYS-BATCH,System,Sales invoice raised,55987.26,0.0,Not required,
JE1075724,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-500,SYS-BATCH,System,Sales invoice raised,0.0,55987.26,Not required,
JE1075768,1,2025-04-01,2025-04-01,5310,Power and fuel,Expense,CC-100,SYS-BATCH,System,Electricity charges,51830.87,0.0,Not required,
JE1075768,2,2025-04-01,2025-04-01,2110,Accrued expenses,Liability,CC-100,SYS-BATCH,System,Electricity charges,0.0,51830.87,Not required,
JE1075820,1,2025-04-01,2025-04-01,5400,Depreciation and amortisation,Expense,CC-200,SYS-BATCH,System,Depreciation charge,695335.14,0.0,Approved,A003
JE1075820,2,2025-04-01,2025-04-01,1510,Accumulated depreciation,Asset,CC-200,SYS-BATCH,System,Depreciation charge,0.0,695335.14,Approved,A003
JE1075853,1,2025-04-01,2025-04-01,5300,Rent expense,Expense,CC-500,SYS-BATCH,System,Rent for the period,148853.7,0.0,Not required,
JE1075853,2,2025-04-01,2025-04-01,2110,Accrued expenses,Liability,CC-500,SYS-BATCH,System,Rent for the period,0.0,148853.7,Not required,
JE1075861,1,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-500,SYS-BATCH,System,Supplier payment,648596.67,0.0,Approved,A002
JE1075861,2,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-500,SYS-BATCH,System,Supplier payment,0.0,648596.67,Approved,A002
JE1076218,1,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-200,U001,Manual,Customer receipt,742549.4,0.0,Approved,A001
JE1076218,2,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-200,U001,Manual,Customer receipt,0.0,742549.4,Approved,A001
JE1076471,1,2025-04-01,2025-04-01,5340,Legal and professional fees,Expense,CC-200,SYS-BATCH,System,Professional fees billed,203863.03,0.0,Not required,
JE1076471,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-200,SYS-BATCH,System,Professional fees billed,0.0,203863.03,Not required,
JE1076519,1,2025-04-01,2025-04-01,5330,Travel and conveyance,Expense,CC-200,SYS-BATCH,System,Travel reimbursement,51622.18,0.0,Not required,
JE1076519,2,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-200,SYS-BATCH,System,Travel reimbursement,0.0,51622.18,Not required,
JE1076590,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-400,SYS-BATCH,System,GST output booked,127147.54,0.0,Not required,
JE1076590,2,2025-04-01,2025-04-01,2200,Output GST payable,Liability,CC-400,SYS-BATCH,System,GST output booked,0.0,127147.54,Not required,
JE1076850,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-600,SYS-BATCH,System,Sales invoice raised,72338.54,0.0,Not required,
JE1076850,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-600,SYS-BATCH,System,Sales invoice raised,0.0,72338.54,Not required,
JE1076948,1,2025-04-01,2025-04-01,5100,Cost of materials consumed,Expense,CC-600,SYS-BATCH,System,Purchase of raw material,348253.05,0.0,Not required,
JE1076948,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-600,SYS-BATCH,System,Purchase of raw material,0.0,348253.05,Not required,
JE1077146,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-100,U012,Manual,Service invoice raised,172174.85,0.0,Not required,
JE1077146,2,2025-04-01,2025-04-01,4110,Revenue - service income,Income,CC-100,U012,Manual,Service invoice raised,0.0,172174.85,Not required,
JE1077179,1,2025-04-01,2025-04-01,5210,Contract staff cost,Expense,CC-500,U009,Manual,Contract staff billing,276830.65,0.0,Not required,
JE1077179,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-500,U009,Manual,Contract staff billing,0.0,276830.65,Not required,
JE1077647,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-600,SYS-BATCH,System,Service invoice raised,437986.21,0.0,Not required,
JE1077647,2,2025-04-01,2025-04-01,4110,Revenue - service income,Income,CC-600,SYS-BATCH,System,Service invoice raised,0.0,437986.21,Not required,
JE1077778,1,2025-04-01,2025-04-01,5300,Rent expense,Expense,CC-600,U016,Manual,Rent for the period,224196.82,0.0,Not required,
JE1077778,2,2025-04-01,2025-04-01,2110,Accrued expenses,Liability,CC-600,U016,Manual,Rent for the period,0.0,224196.82,Not required,
JE1078116,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-100,SYS-BATCH,System,Service invoice raised,215526.26,0.0,Not required,
JE1078116,2,2025-04-01,2025-04-01,4110,Revenue - service income,Income,CC-100,SYS-BATCH,System,Service invoice raised,0.0,215526.26,Not required,
JE1078625,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-300,SYS-BATCH,System,Service invoice raised,30811.87,0.0,Not required,
JE1078625,2,2025-04-01,2025-04-01,4110,Revenue - service income,Income,CC-300,SYS-BATCH,System,Service invoice raised,0.0,30811.87,Not required,
JE1079350,1,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-100,U004,Manual,Supplier payment,336829.18,0.0,Not required,
JE1079350,2,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-100,U004,Manual,Supplier payment,0.0,336829.18,Not required,
JE1079386,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-400,SYS-BATCH,System,Service invoice raised,352536.01,0.0,Not required,
JE1079386,2,2025-04-01,2025-04-01,4110,Revenue - service income,Income,CC-400,SYS-BATCH,System,Service invoice raised,0.0,352536.01,Not required,
JE1079662,1,2025-04-01,2025-04-01,5500,Finance cost,Expense,CC-600,SYS-BATCH,System,Interest on borrowings,507875.56,0.0,Approved,A001
JE1079662,2,2025-04-01,2025-04-01,2310,Interest accrued but not due,Liability,CC-600,SYS-BATCH,System,Interest on borrowings,0.0,507875.56,Approved,A001
JE1080213,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-100,U021,Manual,Service invoice raised,505213.56,0.0,Approved,A002
JE1080213,2,2025-04-01,2025-04-01,4110,Revenue - service income,Income,CC-100,U021,Manual,Service invoice raised,0.0,505213.56,Approved,A002
JE1080318,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-400,SYS-BATCH,System,Service invoice raised,481822.94,0.0,Not required,
JE1080318,2,2025-04-01,2025-04-01,4110,Revenue - service income,Income,CC-400,SYS-BATCH,System,Service invoice raised,0.0,481822.94,Not required,
JE1080324,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-100,SYS-BATCH,System,Service invoice raised,455059.07,0.0,Not required,
JE1080324,2,2025-04-01,2025-04-01,4110,Revenue - service income,Income,CC-100,SYS-BATCH,System,Service invoice raised,0.0,455059.07,Not required,
JE1080554,1,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-100,SYS-BATCH,System,Customer receipt,183774.7,0.0,Not required,
JE1080554,2,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-100,SYS-BATCH,System,Customer receipt,0.0,183774.7,Not required,
JE1080592,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-200,SYS-BATCH,System,Service invoice raised,219567.14,0.0,Not required,
JE1080592,2,2025-04-01,2025-04-01,4110,Revenue - service income,Income,CC-200,SYS-BATCH,System,Service invoice raised,0.0,219567.14,Not required,
JE1080805,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-400,SYS-BATCH,System,Service invoice raised,38205.15,0.0,Not required,
JE1080805,2,2025-04-01,2025-04-01,4110,Revenue - service income,Income,CC-400,SYS-BATCH,System,Service invoice raised,0.0,38205.15,Not required,
JE1080885,1,2025-04-01,2025-04-01,5320,Repairs and maintenance,Expense,CC-200,SYS-BATCH,System,Repairs and upkeep,79750.22,0.0,Not required,
JE1080885,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-200,SYS-BATCH,System,Repairs and upkeep,0.0,79750.22,Not required,
JE1081028,1,2025-04-01,2025-04-01,5380,Printing and stationery,Expense,CC-300,SYS-BATCH,System,Stationery purchase,25938.19,0.0,Not required,
JE1081028,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-300,SYS-BATCH,System,Stationery purchase,0.0,25938.19,Not required,
JE1081689,1,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-400,U020,Manual,Customer receipt,518950.13,0.0,Approved,A001
JE1081689,2,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-400,U020,Manual,Customer receipt,0.0,518950.13,Approved,A001
JE1082330,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-100,SYS-BATCH,System,Sales invoice raised,287462.9,0.0,Not required,
JE1082330,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-100,SYS-BATCH,System,Sales invoice raised,0.0,287462.9,Not required,
JE1082793,1,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-600,SYS-BATCH,System,Customer receipt,414098.4,0.0,Not required,
JE1082793,2,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-600,SYS-BATCH,System,Customer receipt,0.0,414098.4,Not required,
JE1082880,1,2025-04-01,2025-04-01,5100,Cost of materials consumed,Expense,CC-500,U017,Manual,Purchase of raw material,199283.74,0.0,Not required,
JE1082880,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-500,U017,Manual,Purchase of raw material,0.0,199283.74,Not required,
JE1083149,1,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-100,U020,Manual,Supplier payment,447095.65,0.0,Not required,
JE1083149,2,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-100,U020,Manual,Supplier payment,0.0,447095.65,Not required,
JE1083274,1,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-200,SYS-BATCH,System,Sales invoice raised,160153.42,0.0,Not required,
JE1083274,2,2025-04-01,2025-04-01,4100,Revenue - product sales,Income,CC-200,SYS-BATCH,System,Sales invoice raised,0.0,160153.42,Not required,
JE1083345,1,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-300,SYS-BATCH,System,Customer receipt,665265.18,0.0,Approved,A002
JE1083345,2,2025-04-01,2025-04-01,1200,Trade receivables,Asset,CC-300,SYS-BATCH,System,Customer receipt,0.0,665265.18,Approved,A002
JE1083641,1,2025-04-01,2025-04-01,5210,Contract staff cost,Expense,CC-600,U021,Manual,Contract staff billing,75955.46,0.0,Not required,
JE1083641,2,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-600,U021,Manual,Contract staff billing,0.0,75955.46,Not required,
JE1083694,1,2025-04-01,2025-04-01,2100,Trade payables,Liability,CC-600,U018,Manual,Supplier payment,565742.1,0.0,Approved,A001
JE1083694,2,2025-04-01,2025-04-01,1110,Bank - current account,Asset,CC-600,U018,Manual,Supplier payment,0.0,565742.1,Approved,A001
JE1000191,1,2025-04-02,2025-04-01,5350,Advertisement and marketing,Expense,CC-300,SYS-BATCH,System,Marketing spend,23277.25,0.0,Not required,
JE1000191,2,2025-04-02,2025-04-01,2100,Trade payables,Liability,CC-300,SYS-BATCH,System,Marketing spend,0.0,23277.25,Not required,
JE1000242,1,2025-04-02,2025-04-01,1110,Bank - current account,Asset,CC-400,SYS-BATCH,System,Customer receipt,472043.64,0.0,Not required,
